MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
0,5,68.0,8814,1,1,3,3,0,4,0,5,2,2,0,2,7,5,2006,2006,1,1,14,14,4,180.0,1,4,2,1,2,4,2,1334,6,0,270,1604,1,0,1,4,1604,0,0,1604,1,0,2,1,3,1,1,8,0,1,2,1,2006.0,2,2,660,5,5,2,123,110,0,0,0,0,4,4,5,0,3,2009,0,0,220000
5,5,80.0,12435,1,1,3,3,0,4,0,5,2,2,0,5,7,5,2001,2001,1,1,14,14,1,172.0,1,4,2,1,2,4,2,361,6,0,602,963,1,0,1,4,963,829,0,1792,0,0,2,1,3,1,1,7,0,1,5,1,2001.0,2,2,564,5,5,2,0,96,0,245,0,0,4,4,5,0,5,2008,0,4,231500
0,7,70.0,12702,1,1,3,3,0,4,0,17,2,2,0,2,5,5,1956,1956,1,1,3,3,3,0.0,2,4,2,5,5,3,4,0,4,0,0,0,1,2,1,0,882,0,0,882,0,0,1,0,2,1,2,4,0,0,3,5,1956.0,3,1,308,5,5,2,0,45,0,0,0,0,4,4,5,0,12,2008,0,4,97000
8,5,120.0,19296,1,1,3,3,0,0,0,12,0,2,0,7,6,5,1962,1962,1,1,15,15,1,399.0,2,4,1,2,2,1,5,672,0,690,0,1362,1,4,1,4,1382,0,0,1382,1,0,1,0,3,1,2,6,0,1,5,1,1991.0,3,2,884,5,5,2,0,0,252,0,0,0,4,1,5,0,5,2009,0,4,176000
5,5,69.0,9588,1,1,0,3,0,4,0,5,2,2,0,5,8,5,2007,2007,1,1,5,5,4,270.0,1,4,2,0,2,4,6,0,6,0,1482,1482,1,0,1,4,1482,1092,0,2574,0,0,2,1,3,1,0,10,0,1,2,3,2007.0,0,3,868,5,5,2,0,148,0,0,0,0,4,4,5,0,11,2007,3,5,276000
8,5,88.0,8471,1,1,0,3,0,0,0,19,2,2,0,7,6,7,1977,1995,1,1,6,10,1,46.0,2,4,1,1,1,0,0,506,6,0,0,506,1,4,1,4,1212,0,0,1212,1,0,1,0,3,1,2,6,0,1,5,1,1978.0,3,2,492,5,5,2,292,12,0,0,0,0,4,1,5,0,7,2006,0,4,151000
4,7,50.0,5500,1,1,3,3,0,0,0,17,2,2,0,0,5,7,1929,2001,1,1,15,15,3,0.0,2,4,0,2,2,4,3,234,0,692,0,926,1,4,1,4,926,0,390,1316,1,0,1,0,3,1,2,6,0,0,3,5,1974.0,3,2,484,5,5,2,0,0,0,0,0,0,4,4,5,0,4,2010,0,4,130000
1,7,30.0,5232,1,0,2,0,0,4,0,17,0,2,0,2,5,5,1925,2004,1,1,15,15,3,0.0,2,4,0,3,2,4,6,0,6,0,680,680,1,2,0,2,764,0,0,764,0,0,1,0,2,1,2,4,0,0,3,5,1965.0,3,2,504,5,5,0,0,0,0,0,0,0,4,4,5,0,6,2008,0,4,73000
0,5,78.0,12090,1,1,0,3,0,4,0,14,2,2,0,2,6,6,1981,1981,1,1,8,8,1,210.0,2,2,1,1,2,4,2,588,3,228,606,1422,1,4,1,4,1422,0,0,1422,0,0,2,0,3,1,1,7,0,1,5,1,1981.0,0,2,576,5,5,2,276,0,0,0,0,0,4,0,5,0,6,2008,0,4,175500
5,5,70.0,11207,1,1,0,1,0,2,0,8,2,2,0,5,6,5,1997,1997,1,1,14,14,3,0.0,2,4,2,1,2,0,2,714,6,0,88,802,1,2,1,4,802,709,0,1511,1,0,2,1,3,1,2,8,0,1,5,1,1997.0,0,2,413,5,5,2,95,75,0,0,0,0,4,4,5,0,6,2006,0,4,185000
7,5,60.0,8400,1,1,3,0,0,4,1,18,2,2,0,3,5,8,1939,1997,1,1,15,15,3,0.0,2,4,2,2,2,4,3,378,6,0,342,720,1,0,1,4,1052,720,420,2192,0,0,2,1,4,1,1,8,0,1,2,5,1939.0,3,1,240,5,5,2,262,24,0,0,0,0,4,4,5,0,7,2008,0,4,179500
1,7,71.0,6900,1,1,3,3,0,4,0,9,2,2,0,2,5,6,1940,1955,1,1,14,14,3,0.0,2,4,1,2,2,4,0,403,5,125,212,740,1,0,1,4,778,0,0,778,0,0,1,0,2,1,2,4,0,1,2,5,1966.0,0,1,924,0,0,2,0,25,0,0,0,0,4,4,5,0,2,2008,0,4,120500
0,5,70.04995836802665,7917,1,1,0,3,0,0,0,7,2,2,0,2,6,7,1976,1976,3,1,6,6,1,174.0,2,2,1,2,1,4,1,751,6,0,392,1143,1,4,1,4,1113,0,0,1113,1,0,1,1,3,1,2,6,0,1,1,1,1987.0,2,1,504,5,2,2,370,30,0,0,0,0,4,0,5,0,5,2007,0,4,148000
5,2,84.0,10728,1,1,3,3,0,4,0,21,2,2,0,5,8,5,2006,2006,1,1,14,14,3,0.0,1,4,2,1,2,2,6,0,6,0,1095,1095,1,2,1,4,1095,844,0,1939,0,0,2,1,3,1,1,8,0,1,2,1,2006.0,2,3,1053,5,5,2,192,51,0,0,0,0,4,4,5,0,8,2006,3,5,266000
0,5,73.0,39104,1,1,0,2,0,1,2,4,2,2,0,2,7,7,1954,2005,0,2,10,10,3,0.0,2,4,1,1,2,1,3,226,2,1063,96,1385,1,0,1,4,1363,0,0,1363,1,0,1,0,2,1,2,5,3,2,5,1,1954.0,3,2,439,5,5,2,81,0,0,0,0,0,4,4,5,0,4,2008,0,4,241500
5,5,92.0,11764,1,1,0,3,0,1,0,15,2,2,0,5,8,7,1999,2007,1,1,14,14,1,348.0,1,4,2,1,2,4,2,524,6,0,628,1152,1,0,1,4,1164,1106,0,2270,0,0,2,1,4,1,1,9,0,1,2,1,1999.0,0,3,671,5,5,2,132,57,0,0,0,0,4,4,5,0,4,2010,0,4,290000
0,5,80.0,9600,1,1,3,3,0,4,0,12,1,2,0,2,6,6,1958,1988,3,1,15,15,0,183.0,2,4,1,2,2,4,5,620,3,620,0,1240,1,2,1,4,1632,0,0,1632,1,0,2,0,3,1,2,6,1,1,2,1,1958.0,2,1,338,5,5,2,289,0,0,0,0,0,4,2,5,0,4,2009,0,4,139000
0,5,76.0,8314,1,1,3,3,0,0,0,11,2,2,0,2,5,7,1982,1982,1,1,6,7,3,0.0,2,4,1,2,2,1,0,546,6,0,270,816,1,4,1,4,816,0,0,816,0,0,1,0,2,1,2,5,0,0,3,1,1982.0,3,1,264,5,5,2,168,0,0,0,0,0,4,4,5,0,6,2007,0,4,124500
4,5,55.0,7264,1,1,3,3,0,4,0,3,2,2,0,0,7,7,1925,2007,1,1,15,15,3,0.0,1,2,0,2,2,4,6,0,6,0,952,952,2,2,0,4,952,596,0,1548,0,0,2,1,3,1,0,5,0,0,3,5,1978.0,3,2,672,5,5,2,74,0,0,0,144,0,4,4,5,0,10,2009,0,4,205000
0,5,129.0,9196,1,1,0,3,0,4,0,11,2,2,0,2,7,5,2003,2003,1,1,14,14,3,0.0,1,4,2,0,2,4,6,0,6,0,1560,1560,1,0,1,4,1560,0,0,1560,0,0,2,0,3,1,1,7,0,0,3,1,2003.0,0,2,573,5,5,2,100,150,0,0,0,0,4,4,5,0,4,2010,0,4,201000
0,5,140.0,19138,1,1,3,3,0,0,0,8,2,2,0,2,4,5,1951,1951,1,1,14,14,3,0.0,2,4,1,2,2,4,3,120,6,0,744,864,1,0,1,4,864,0,0,864,0,0,1,0,2,1,2,4,0,0,3,5,1951.0,3,2,400,5,5,2,0,0,0,0,0,0,4,4,5,0,6,2010,0,4,141000
0,5,107.0,14450,1,1,3,3,0,4,0,16,2,2,0,2,9,5,2006,2007,1,1,5,5,1,315.0,0,4,2,0,2,1,6,0,6,0,2121,2121,1,0,1,4,2121,0,0,2121,0,0,2,1,3,1,0,8,0,1,0,1,2007.0,0,3,732,5,5,2,124,98,0,0,142,0,4,4,5,0,5,2007,3,5,415298
5,5,83.0,10005,1,1,3,3,0,4,0,4,2,2,0,5,7,5,1977,1977,3,1,10,10,1,299.0,2,4,1,1,2,4,1,392,6,0,768,1160,1,0,1,4,1156,866,0,2022,0,0,2,1,4,1,2,8,0,1,5,1,1977.0,0,2,505,5,5,2,288,117,0,0,0,0,4,4,5,0,3,2008,0,4,192000
5,5,82.0,11287,1,1,3,3,0,4,0,20,2,2,0,5,7,6,1989,1989,1,1,10,10,1,340.0,1,4,1,1,2,0,2,421,6,0,386,807,1,2,1,4,1175,807,0,1982,0,0,2,1,3,1,1,7,0,1,5,1,1989.0,0,2,575,5,5,2,0,84,0,196,0,0,4,4,5,0,1,2007,0,4,228500
0,2,60.0,7200,1,2,3,3,0,4,0,21,2,2,0,2,6,5,2006,2006,1,1,14,14,4,68.0,1,4,2,1,2,4,2,905,6,0,357,1262,1,2,1,4,1262,0,0,1262,0,0,2,0,2,1,1,5,0,0,3,1,2006.0,0,2,572,5,5,2,0,120,0,0,0,0,4,4,5,0,5,2006,3,5,185000
11,5,34.0,5063,1,1,3,3,0,4,0,16,2,2,3,2,7,5,2007,2008,1,1,14,14,4,166.0,1,4,2,1,2,4,2,904,6,0,410,1314,1,0,1,4,1314,0,0,1314,1,0,2,0,2,1,1,6,0,1,2,1,2008.0,2,2,626,5,5,2,172,62,0,0,0,0,4,4,5,0,4,2009,8,4,207500
0,5,74.0,9612,1,1,3,3,0,4,0,21,1,2,0,2,8,5,2008,2009,1,1,14,14,4,72.0,1,4,2,1,2,4,6,0,6,0,1468,1468,1,0,1,4,1468,0,0,1468,0,0,2,0,3,1,1,6,0,1,2,1,2008.0,0,3,898,5,5,2,210,150,0,0,0,0,4,4,5,0,12,2009,3,5,244600
11,5,50.0,8012,1,1,3,3,0,4,0,20,2,2,4,2,6,5,1992,1992,1,1,10,7,3,0.0,1,4,2,1,2,4,2,430,6,0,1145,1575,1,2,1,4,1575,0,0,1575,1,0,2,0,2,1,1,5,0,0,3,1,1992.0,2,2,529,5,5,2,0,0,52,0,0,0,4,4,5,0,7,2007,0,4,179200
13,2,35.0,4251,1,2,0,3,0,4,0,21,2,2,4,5,7,5,2006,2007,1,1,8,8,3,0.0,1,4,2,1,2,4,6,0,6,0,625,625,1,0,1,4,625,625,0,1250,0,0,2,1,2,1,1,5,0,0,3,5,2006.0,2,2,528,5,5,2,0,54,0,0,0,0,4,4,5,0,6,2007,3,5,164700
4,5,77.0,9786,1,1,0,0,0,4,0,12,2,2,0,0,6,7,1962,1981,1,1,15,15,3,0.0,2,4,1,2,2,4,5,600,6,0,312,912,1,4,1,4,1085,649,0,1734,0,0,1,1,3,1,1,7,0,1,2,1,1962.0,2,2,440,5,5,2,0,0,0,0,128,0,4,0,5,0,6,2006,0,4,159000
0,5,70.04995836802665,8125,1,1,0,3,0,0,0,12,2,2,0,2,4,4,1971,1971,1,1,6,6,3,0.0,2,4,1,2,2,4,1,614,6,0,244,858,1,4,1,4,858,0,0,858,0,0,1,0,3,1,2,5,0,0,3,6,1978.0,1,0,0,3,3,2,0,0,0,0,0,0,4,4,5,0,6,2006,0,4,88000
0,5,70.04995836802665,9819,1,1,0,3,0,4,0,19,2,2,0,2,5,5,1967,1967,1,1,8,8,1,31.0,2,2,1,2,2,4,1,450,6,0,432,882,1,4,1,4,900,0,0,900,0,0,1,0,3,1,2,5,0,0,3,5,1970.0,3,1,280,5,5,2,0,0,0,0,0,0,4,2,5,0,2,2010,0,4,122000
6,5,60.0,8730,1,1,3,3,0,4,0,3,6,2,0,5,6,7,1915,2003,1,1,15,15,3,0.0,2,4,0,2,2,4,6,0,6,0,698,698,1,0,1,0,698,698,0,1396,0,0,1,0,3,1,2,7,0,0,3,5,2003.0,3,1,384,5,5,2,0,0,0,0,259,0,4,4,5,0,7,2007,0,4,153575
5,5,120.0,15611,1,1,3,3,0,4,0,5,2,2,0,5,8,5,2006,2006,1,1,14,14,3,0.0,1,4,2,1,2,0,6,0,6,0,1079,1079,1,0,1,4,1079,840,0,1919,0,0,2,1,3,1,1,8,0,1,2,1,2006.0,2,2,685,2,5,2,0,51,0,0,0,0,4,4,5,0,7,2006,3,5,233230
15,5,55.0,5687,1,0,3,0,0,4,0,18,2,2,1,5,5,6,1912,2000,1,1,14,14,3,0.0,2,1,2,2,3,4,5,210,6,0,570,780,1,0,0,4,936,780,0,1716,1,0,2,0,6,1,3,9,0,0,3,6,1978.0,1,0,0,3,3,0,0,184,0,0,0,0,4,4,5,0,3,2008,0,4,135900
4,5,60.0,11409,1,1,3,3,0,4,0,7,2,2,0,0,5,4,1949,2008,1,1,15,15,3,0.0,2,4,1,2,2,4,3,292,6,0,476,768,1,2,1,4,1148,568,0,1716,0,0,1,1,3,1,2,8,2,1,2,1,1949.0,3,1,281,5,5,2,0,0,0,0,160,0,4,4,5,0,1,2009,0,4,131000
5,5,70.04995836802665,16659,1,1,0,3,0,0,0,14,3,2,0,5,7,7,1977,1994,1,1,10,10,1,34.0,2,4,1,2,2,4,0,795,6,0,0,795,1,1,1,4,1468,795,0,2263,1,0,2,1,3,1,1,9,0,1,5,1,1977.0,0,2,539,5,5,2,0,250,0,0,0,0,4,4,5,0,3,2006,0,4,235000
0,5,80.0,9600,1,1,3,3,0,4,0,12,2,2,0,2,6,5,1953,1953,3,1,6,6,4,238.0,2,4,1,2,2,4,2,1285,6,0,131,1416,1,4,1,4,1644,0,0,1644,1,0,1,0,3,1,2,7,0,2,2,1,1953.0,0,2,418,5,5,2,110,0,0,0,0,0,4,4,5,0,10,2009,0,4,167000
8,5,37.0,7937,1,1,0,3,0,1,0,11,2,2,0,7,6,6,1984,1984,1,1,6,6,3,0.0,2,4,1,2,2,0,2,819,6,0,184,1003,1,4,1,4,1003,0,0,1003,1,0,1,0,3,1,2,6,0,0,3,5,1984.0,3,2,588,5,5,2,120,0,0,0,0,0,4,0,5,0,3,2006,0,4,142500
4,7,75.0,13710,1,1,3,3,0,4,0,9,2,2,0,0,5,5,1950,1950,1,1,15,15,3,0.0,2,4,1,2,2,4,1,420,6,0,490,910,1,4,1,0,910,648,0,1558,0,0,1,1,4,1,2,6,0,0,3,1,1950.0,3,1,282,5,5,2,289,0,0,0,0,0,4,2,5,0,6,2007,0,4,152000
5,2,66.0,7399,1,2,0,3,0,4,0,21,2,2,0,5,7,5,1997,1998,3,1,14,14,1,1600.0,1,4,2,1,2,4,1,649,6,0,326,975,1,0,1,4,975,975,0,1950,0,0,2,1,3,1,1,7,0,1,5,5,1997.0,2,2,576,5,5,2,0,10,0,0,198,0,4,4,5,0,6,2007,0,4,239000
5,5,90.0,11700,1,1,3,3,0,4,0,14,2,2,0,5,6,6,1968,1968,4,1,6,1,1,365.0,1,4,1,2,2,4,0,384,5,175,143,702,1,2,1,4,1041,702,0,1743,0,1,1,2,3,1,2,7,0,1,2,1,1968.0,3,2,539,5,5,2,224,0,0,0,0,0,4,4,5,0,6,2007,0,4,175000
0,5,80.0,14000,1,1,3,3,0,4,0,6,2,2,0,2,6,8,1950,2004,1,1,6,6,3,0.0,2,2,1,2,2,4,6,0,6,0,1092,1092,1,0,1,4,1152,0,0,1152,0,1,1,0,3,1,1,6,0,1,2,1,1950.0,3,1,300,5,5,2,0,36,0,0,0,0,4,0,5,0,8,2009,0,3,158500
15,5,90.0,15750,1,1,3,3,0,0,0,6,2,2,1,2,5,5,1953,1953,3,1,8,8,1,56.0,2,4,1,2,2,2,1,841,6,0,324,1165,1,4,1,4,1336,0,0,1336,1,0,1,0,2,1,2,5,0,2,2,1,1953.0,3,1,375,5,5,2,0,0,0,0,0,0,4,4,5,0,6,2006,0,4,157000
5,5,66.0,16226,1,1,2,3,0,4,0,5,2,2,0,5,8,5,1998,1999,1,1,14,14,3,0.0,1,4,2,1,2,4,2,281,6,0,747,1028,1,0,1,4,1210,1242,0,2452,0,0,2,1,4,1,1,9,0,1,5,3,1998.0,0,2,683,5,5,2,208,50,0,0,0,0,4,4,5,0,5,2007,0,4,267000
0,5,118.0,13704,1,1,0,3,0,0,0,5,2,2,0,2,7,5,2001,2002,1,1,14,14,1,150.0,1,4,2,1,2,4,6,0,6,0,1541,1541,1,0,1,4,1541,0,0,1541,0,0,2,0,3,1,1,6,0,1,5,1,2001.0,2,3,843,5,5,2,468,81,0,0,0,0,4,4,5,0,1,2006,0,4,205000
0,5,70.0,9800,1,1,3,3,0,0,0,5,2,2,0,2,5,7,1972,1972,1,1,14,14,3,0.0,2,4,2,2,2,4,0,894,6,0,0,894,1,4,1,4,894,0,0,894,1,0,1,0,3,1,2,5,0,0,3,1,1975.0,3,2,552,5,5,2,256,0,0,0,0,0,4,1,5,0,7,2006,0,0,149900
7,7,87.0,18386,1,1,3,3,0,4,0,17,2,2,0,3,7,9,1880,2002,1,1,5,5,3,0.0,2,4,0,2,2,4,6,0,6,0,1470,1470,1,0,1,4,1675,1818,0,3493,0,0,3,0,3,1,1,10,0,1,0,1,2003.0,3,3,870,5,5,2,302,0,0,0,0,0,4,4,5,0,5,2008,0,4,295000
0,5,80.0,10386,1,1,3,3,0,4,0,5,2,2,0,2,8,5,2004,2005,1,1,5,5,4,246.0,1,4,2,1,2,4,2,1464,6,0,536,2000,1,0,1,4,2000,0,0,2000,1,0,2,0,3,1,1,8,0,0,3,1,2004.0,0,3,888,5,5,2,168,0,0,0,0,0,4,4,5,0,7,2007,0,4,305900
5,5,116.0,13474,1,1,3,3,0,4,0,20,1,2,0,5,7,5,1990,1991,1,1,6,10,1,246.0,1,4,1,1,2,4,0,700,6,0,0,700,1,2,1,4,1122,1121,0,2243,1,0,2,1,4,1,1,8,0,1,5,1,1990.0,2,3,746,5,5,2,127,44,224,0,0,0,4,4,5,0,6,2007,0,4,225000
4,7,70.04995836802665,7920,1,0,0,3,0,4,0,9,0,2,0,0,6,7,1920,1950,1,1,8,8,3,0.0,2,1,1,2,2,4,6,0,6,0,319,319,1,4,1,0,1035,371,0,1406,0,0,1,0,3,1,3,6,0,0,3,6,1978.0,1,0,0,3,3,0,0,144,0,0,0,0,4,2,5,0,3,2008,0,4,89500
1,5,70.04995836802665,12342,1,1,0,3,0,4,0,7,2,2,0,2,4,5,1940,1950,1,1,14,14,3,0.0,2,4,1,2,2,4,1,262,6,0,599,861,1,0,1,4,861,0,0,861,0,0,1,0,1,1,2,4,0,0,3,5,1961.0,3,2,539,5,5,2,158,0,0,0,0,0,4,4,5,0,3,2009,0,4,82500
0,5,90.0,12378,1,1,0,3,0,4,0,16,2,2,0,2,9,5,2003,2004,1,1,14,14,3,0.0,1,4,2,0,2,1,2,1274,6,0,622,1896,1,0,1,4,1944,0,0,1944,1,0,2,0,3,1,0,8,0,3,0,1,2003.0,0,3,708,5,5,2,208,175,0,0,0,0,4,4,5,0,11,2006,0,4,360000
5,5,70.04995836802665,7685,1,1,0,3,0,4,0,8,2,2,0,5,6,5,1993,1994,1,1,6,6,1,112.0,2,4,2,1,2,4,0,518,6,0,179,697,1,2,1,4,697,804,0,1501,0,0,2,1,3,1,1,6,0,1,5,1,1993.0,0,2,420,5,5,2,190,63,0,0,0,0,4,4,5,0,5,2006,0,4,165600
0,5,50.0,8000,1,1,3,3,0,4,0,12,2,2,0,2,6,6,1948,2002,1,1,14,14,3,0.0,2,2,1,2,2,4,0,680,6,0,292,972,1,0,1,4,972,0,0,972,1,0,1,0,2,1,2,5,0,1,2,5,1948.0,3,1,240,5,5,2,0,0,0,0,0,0,4,4,5,0,5,2009,0,4,132000
15,7,65.0,7800,1,1,3,3,0,4,0,17,0,2,1,0,5,7,1939,1950,1,1,8,8,3,0.0,2,4,1,1,2,2,5,507,6,0,286,793,1,4,1,4,793,325,0,1118,1,0,1,0,3,1,2,5,0,1,2,5,1939.0,3,2,410,5,5,2,0,0,0,0,271,0,4,2,5,0,5,2006,0,4,119900
0,5,150.0,215245,1,1,2,2,0,4,2,23,2,2,0,2,7,5,1965,1965,3,1,3,3,3,0.0,2,4,1,1,2,1,0,1236,5,820,80,2136,2,4,1,4,2036,0,0,2036,2,0,2,0,3,1,2,8,0,2,2,1,1965.0,2,2,513,5,5,2,0,0,0,0,0,0,4,4,5,0,6,2009,0,4,375000
6,7,60.0,9600,1,0,3,3,0,4,0,17,2,2,0,5,7,7,1925,1990,1,1,15,15,3,0.0,2,4,0,2,1,4,3,16,6,0,712,728,1,0,1,4,832,809,0,1641,0,1,1,1,3,1,0,6,0,1,2,5,1925.0,3,2,546,1,5,2,0,0,234,0,0,0,4,4,5,0,8,2006,0,4,178000
5,5,71.0,7795,1,1,0,3,0,4,0,8,2,2,0,5,7,5,2004,2005,1,1,14,14,3,0.0,1,4,2,1,2,4,2,425,6,0,291,716,1,0,1,4,716,716,0,1432,1,0,2,1,3,1,1,6,0,1,2,1,2004.0,0,2,432,5,5,2,100,51,0,0,0,0,4,4,5,0,7,2009,0,4,188500
5,5,94.0,13005,1,1,0,3,0,0,0,14,2,2,0,5,7,7,1980,1980,1,1,5,5,1,278.0,1,4,1,1,2,4,2,692,6,0,153,845,1,4,1,4,1153,1200,0,2353,1,0,2,1,4,1,0,10,0,1,5,1,1983.0,2,2,484,5,5,2,288,195,0,0,0,0,4,0,5,0,8,2009,0,4,260000
5,2,75.0,9000,1,1,3,3,0,4,0,21,2,2,0,5,8,5,2006,2006,1,1,14,14,3,0.0,1,4,2,1,2,0,6,0,6,0,1088,1088,1,0,1,4,1088,871,0,1959,0,0,2,1,3,1,1,8,0,1,2,1,2006.0,2,3,1025,5,5,2,208,46,0,0,0,0,4,4,5,0,12,2007,0,4,270000
5,5,90.0,9900,1,1,3,2,0,4,1,15,2,2,0,5,7,5,1993,1993,1,1,6,6,1,256.0,1,4,2,1,2,1,2,987,6,0,360,1347,1,0,1,4,1372,1274,0,2646,1,0,2,1,4,1,1,9,0,1,5,1,1993.0,2,3,656,5,5,2,340,60,144,0,0,0,4,4,5,0,4,2009,0,4,260000
8,5,70.04995836802665,14115,1,1,3,3,0,4,0,14,2,2,0,7,7,5,1980,1980,1,1,10,10,1,225.0,2,4,1,1,2,0,2,1036,6,0,336,1372,1,4,1,4,1472,0,0,1472,1,0,2,0,3,1,2,6,0,2,5,1,1980.0,3,2,588,5,5,2,233,48,0,0,0,0,4,4,5,0,6,2009,0,4,187500
5,5,111.0,16259,1,1,3,3,0,0,0,16,2,2,0,5,9,5,2006,2006,1,1,14,14,4,370.0,2,4,2,0,1,0,6,0,6,0,1249,1249,1,0,1,4,1249,1347,0,2596,0,0,3,1,4,1,1,9,0,0,3,1,2006.0,2,3,840,5,5,2,240,154,0,0,0,0,4,4,5,0,9,2006,3,5,342643
5,5,99.0,12099,1,1,0,3,0,4,0,16,2,2,0,5,8,5,2004,2004,1,1,14,14,1,388.0,1,4,2,0,2,0,2,970,6,0,166,1136,1,0,1,4,1136,1332,0,2468,1,0,2,1,4,1,1,10,0,1,2,3,2004.0,0,3,872,5,5,2,184,154,0,0,0,0,4,4,5,0,6,2007,0,4,354000
5,5,86.0,10380,1,1,0,3,0,4,0,20,2,2,0,5,7,5,1986,1987,1,1,10,10,1,172.0,1,4,1,2,2,1,3,28,0,1474,0,1502,1,0,1,4,1553,1177,0,2730,1,0,2,1,4,1,1,8,0,1,5,1,1987.0,0,2,576,5,5,2,201,96,0,0,0,0,4,2,5,0,8,2007,0,4,301000
0,7,49.0,5820,1,1,3,3,0,4,0,17,2,2,0,2,3,8,1955,2005,1,1,14,14,3,0.0,2,2,1,2,2,4,0,256,6,0,906,1162,1,0,1,4,1163,0,0,1163,1,0,1,0,3,1,2,6,0,0,3,1,1955.0,3,1,220,1,5,2,142,98,0,0,0,0,4,4,5,0,7,2006,0,4,126175
8,5,96.0,11275,1,1,3,3,0,0,0,12,4,2,0,7,7,7,1967,2007,4,6,15,15,1,300.0,1,2,1,1,2,4,6,0,6,0,710,710,1,0,1,4,1898,1080,0,2978,0,0,2,1,5,1,1,11,0,1,2,3,1961.0,0,2,564,5,5,2,240,0,0,0,0,0,4,4,5,0,6,2010,0,4,242000
3,7,50.0,5000,1,1,3,3,0,4,0,9,5,2,0,1,5,6,1941,1950,1,1,8,8,3,0.0,2,4,1,2,2,0,1,116,6,0,604,720,1,3,0,1,803,0,0,803,0,0,1,0,2,1,2,5,0,0,3,5,1941.0,3,2,360,5,5,2,0,0,244,0,0,0,4,4,5,0,12,2007,0,4,87000
11,5,32.0,10846,1,1,0,3,0,1,0,24,2,2,4,2,8,5,1993,1993,1,1,3,3,3,0.0,1,4,2,1,2,1,2,1619,6,0,100,1719,1,0,1,4,1719,0,0,1719,2,0,1,1,1,1,1,6,0,2,2,1,1993.0,0,2,473,5,5,2,122,30,0,0,0,0,4,4,5,0,5,2008,7,4,324000
0,5,80.0,11600,1,1,3,3,0,4,0,12,2,2,0,2,6,5,1960,1960,3,1,15,15,1,175.0,2,4,1,2,2,4,5,565,6,0,818,1383,1,4,1,4,1383,0,0,1383,0,0,1,1,3,1,2,7,0,0,3,1,1960.0,2,1,292,5,5,2,0,45,0,0,0,0,4,4,5,0,4,2006,0,4,145250
7,5,70.04995836802665,11888,1,2,0,0,0,4,0,3,4,2,0,4,6,6,1916,1994,1,1,15,16,3,0.0,2,4,0,2,2,4,6,0,6,0,844,844,1,2,0,0,1445,689,0,2134,0,0,2,0,5,1,1,10,0,0,3,5,1930.0,3,2,441,5,5,2,0,60,268,0,0,0,4,4,5,0,7,2009,0,4,214500
6,7,60.0,6402,1,1,3,3,0,0,0,9,2,2,0,5,5,5,1920,1950,1,1,15,16,3,0.0,2,4,2,2,2,2,6,0,6,0,596,596,1,4,0,4,596,596,0,1192,0,0,1,0,3,1,2,6,0,0,3,5,1920.0,3,1,189,1,1,0,0,0,137,0,0,0,4,1,5,0,7,2009,0,4,78000
10,5,70.04995836802665,10624,1,1,0,3,0,4,0,12,2,2,2,2,5,4,1964,1964,1,1,6,6,1,84.0,2,4,1,2,2,4,2,40,5,264,1424,1728,1,4,1,4,1728,0,0,1728,0,1,2,0,6,2,2,10,0,0,3,5,2002.0,3,1,352,5,5,2,155,0,0,0,0,0,4,4,5,0,11,2007,0,4,119000
0,5,70.0,8176,1,1,3,3,0,4,0,12,2,2,0,2,5,6,1958,1992,1,1,15,15,3,0.0,2,4,1,2,2,4,5,846,6,0,210,1056,1,1,1,4,1056,0,0,1056,1,0,1,0,3,1,2,6,0,0,3,1,1958.0,2,1,308,5,5,2,0,0,0,0,0,0,4,4,5,0,8,2007,0,4,139000
0,5,85.0,10655,1,1,0,3,0,4,0,16,2,2,0,2,8,5,2003,2004,1,1,14,14,1,296.0,1,4,2,1,2,4,2,1124,4,479,1603,3206,1,0,1,4,1629,0,0,1629,1,0,2,0,3,1,1,7,0,1,2,1,2003.0,2,3,880,5,5,2,0,0,0,0,0,0,4,4,5,0,10,2009,0,4,284000
